date_key,time_key,zone_id,building_id,container_id,fill_level_percent,truck_id
20250901,080000,Z5,B104,C100,39,T000
20250902,080000,Z2,B159,C001,56,T000
20250902,080000,Z4,B036,C002,55,T000
20250902,080000,Z3,B232,C003,52,T000
20250902,080000,Z2,B169,C004,51,T000
20250902,080000,Z5,B055,C005,52,T000
20250902,080000,Z3,B105,C006,68,T000
20250902,080000,Z3,B257,C007,44,T000
20250902,080000,Z2,B070,C008,57,T000
20250902,080000,Z3,B261,C009,62,T000
20250902,080000,Z4,B024,C010,47,T000
20250902,080000,Z4,B099,C011,65,T000
20250902,080000,Z1,B019,C012,44,T000
20250902,080000,Z1,B205,C013,42,T000
20250902,080000,Z1,B126,C014,50,T000
20250902,080000,Z3,B187,C015,57,T000
20250902,080000,Z5,B218,C016,52,T000
20250902,080000,Z4,B277,C017,49,T000
20250902,080000,Z3,B155,C018,55,T000
20250902,080000,Z4,B065,C019,41,T000
20250902,080000,Z2,B172,C020,53,T000
20250902,080000,Z4,B236,C021,56,T000
20250902,080000,Z5,B025,C022,57,T000
20250902,080000,Z5,B056,C023,56,T000
20250902,080000,Z4,B113,C024,48,T000
20250902,080000,Z5,B262,C025,69,T000
20250902,080000,Z4,B045,C026,39,T000
20250902,080000,Z1,B181,C027,59,T000
20250902,080000,Z5,B098,C028,53,T000
20250902,080000,Z4,B142,C029,60,T000
20250902,080000,Z5,B253,C030,51,T000
20250902,080000,Z1,B083,C031,66,T000
20250902,080000,Z1,B138,C032,60,T000
20250902,080000,Z5,B254,C033,66,T000
20250902,080000,Z3,B185,C034,57,T000
20250902,080000,Z3,B027,C035,50,T000
20250902,080000,Z2,B093,C036,59,T000
20250902,080000,Z3,B232,C037,54,T000
20250902,080000,Z1,B212,C038,58,T000
20250902,080000,Z4,B190,C039,36,T000
20250902,080000,Z5,B241,C040,49,T000
20250902,080000,Z2,B154,C041,45,T000
20250902,080000,Z3,B268,C042,55,T000
20250902,080000,Z5,B211,C043,61,T000
20250902,080000,Z3,B268,C044,63,T000
20250902,080000,Z3,B157,C045,49,T000
20250902,080000,Z5,B016,C046,38,T000
20250902,080000,Z3,B295,C047,44,T000
20250902,080000,Z3,B289,C048,52,T000
20250902,080000,Z3,B124,C049,46,T000
20250902,080000,Z4,B099,C050,41,T000
20250902,080000,Z2,B238,C051,44,T000
20250902,080000,Z2,B030,C052,51,T000
20250902,080000,Z5,B104,C053,40,T000
20250902,080000,Z1,B015,C054,55,T000
20250902,080000,Z1,B212,C055,52,T000
20250902,080000,Z3,B222,C056,43,T000
20250902,080000,Z2,B007,C057,49,T000
20250902,080000,Z4,B080,C058,48,T000
20250902,080000,Z1,B087,C059,59,T000
20250902,080000,Z5,B177,C060,49,T000
20250902,080000,Z2,B112,C061,46,T000
20250902,080000,Z2,B167,C062,58,T000
20250902,080000,Z5,B223,C063,68,T000
20250902,080000,Z5,B042,C064,55,T000
20250902,080000,Z4,B119,C065,38,T000
20250902,080000,Z1,B057,C066,54,T000
20250902,080000,Z3,B139,C067,29,T000
20250902,080000,Z5,B018,C068,47,T000
20250902,080000,Z4,B225,C069,70,T000
20250902,080000,Z2,B026,C070,36,T000
20250902,080000,Z5,B175,C071,71,T000
20250902,080000,Z2,B297,C072,44,T000
20250902,080000,Z4,B022,C073,67,T000
20250902,080000,Z5,B215,C074,55,T000
20250902,080000,Z4,B219,C075,59,T000
20250902,080000,Z3,B237,C076,57,T000
20250902,080000,Z1,B186,C077,68,T000
20250902,080000,Z3,B206,C078,43,T000
20250902,080000,Z2,B233,C079,33,T000
20250902,080000,Z5,B291,C080,39,T000
20250902,080000,Z4,B137,C081,47,T000
20250902,080000,Z1,B103,C082,67,T000
20250902,080000,Z3,B268,C083,61,T000
20250902,080000,Z3,B300,C084,68,T000
20250902,080000,Z1,B191,C085,69,T000
20250902,080000,Z4,B118,C086,61,T000
20250902,080000,Z3,B193,C087,51,T000
20250902,080000,Z5,B094,C088,46,T000
20250902,080000,Z1,B001,C089,63,T000
20250902,080000,Z5,B173,C090,47,T000
20250902,080000,Z4,B036,C091,40,T000
20250902,080000,Z1,B279,C092,45,T000
20250902,080000,Z4,B276,C093,57,T000
20250902,080000,Z5,B005,C094,53,T000
20250902,080000,Z3,B300,C095,42,T000
20250902,080000,Z5,B020,C096,39,T000
20250902,080000,Z4,B086,C097,61,T000
20250902,080000,Z1,B298,C098,54,T000
20250902,080000,Z2,B093,C099,48,T000
20250902,080000,Z5,B104,C100,62,T000
20250903,080000,Z2,B159,C001,73,T000
20250903,080000,Z4,B036,C002,71,T000
20250903,080000,Z3,B232,C003,69,T000
20250903,080000,Z2,B169,C004,66,T000
20250903,080000,Z5,B055,C005,71,T000
20250903,080000,Z3,B105,C006,90,T000
20250903,080000,Z3,B257,C007,54,T000
20250903,080000,Z2,B070,C008,80,T000
20250903,080000,Z3,B261,C009,78,T000
20250903,080000,Z4,B024,C010,57,T000
20250903,080000,Z4,B099,C011,89,T000
20250903,080000,Z1,B019,C012,58,T000
20250903,080000,Z1,B205,C013,57,T000
20250903,080000,Z1,B126,C014,75,T000
20250903,080000,Z3,B187,C015,69,T000
20250903,080000,Z5,B218,C016,64,T000
20250903,080000,Z4,B277,C017,63,T000
20250903,080000,Z3,B155,C018,70,T000
20250903,080000,Z4,B065,C019,51,T000
20250903,080000,Z2,B172,C020,67,T000
20250903,080000,Z4,B236,C021,67,T000
20250903,080000,Z5,B025,C022,71,T000
20250903,080000,Z5,B056,C023,68,T000
20250903,080000,Z4,B113,C024,67,T000
20250903,080000,Z5,B262,C025,87,T000
20250903,080000,Z4,B045,C026,54,T000
20250903,080000,Z1,B181,C027,80,T000
20250903,080000,Z5,B098,C028,73,T000
20250903,080000,Z4,B142,C029,76,T000
20250903,080000,Z5,B253,C030,61,T000
20250903,080000,Z1,B083,C031,91,T000
20250903,080000,Z1,B138,C032,71,T000
20250903,080000,Z5,B254,C033,86,T000
20250903,080000,Z3,B185,C034,80,T000
20250903,080000,Z3,B027,C035,62,T000
20250903,080000,Z2,B093,C036,79,T000
20250903,080000,Z3,B232,C037,78,T000
20250903,080000,Z1,B212,C038,75,T000
20250903,080000,Z4,B190,C039,60,T000
20250903,080000,Z5,B241,C040,69,T000
20250903,080000,Z2,B154,C041,67,T000
20250903,080000,Z3,B268,C042,72,T000
20250903,080000,Z5,B211,C043,73,T000
20250903,080000,Z3,B268,C044,79,T000
20250903,080000,Z3,B157,C045,65,T000
20250903,080000,Z5,B016,C046,61,T000
20250903,080000,Z3,B295,C047,61,T000
20250903,080000,Z3,B289,C048,63,T000
20250903,080000,Z3,B124,C049,70,T000
20250903,080000,Z4,B099,C050,53,T000
20250903,080000,Z2,B238,C051,66,T000
20250903,080000,Z2,B030,C052,63,T000
20250903,080000,Z5,B104,C053,64,T000
20250903,080000,Z1,B015,C054,76,T000
20250903,080000,Z1,B212,C055,73,T000
20250903,080000,Z3,B222,C056,66,T000
20250903,080000,Z2,B007,C057,64,T000
20250903,080000,Z4,B080,C058,69,T000
20250903,080000,Z1,B087,C059,79,T000
20250903,080000,Z5,B177,C060,68,T000
20250903,080000,Z2,B112,C061,58,T000
20250903,080000,Z2,B167,C062,80,T000
20250903,080000,Z5,B223,C063,85,T000
20250903,080000,Z5,B042,C064,78,T000
20250903,080000,Z4,B119,C065,63,T000
20250903,080000,Z1,B057,C066,71,T000
20250903,080000,Z3,B139,C067,51,T000
20250903,080000,Z5,B018,C068,68,T000
20250903,080000,Z4,B225,C069,84,T000
20250903,080000,Z2,B026,C070,47,T000
20250903,080000,Z5,B175,C071,82,T000
20250903,080000,Z2,B297,C072,54,T000
20250903,080000,Z4,B022,C073,82,T000
20250903,080000,Z5,B215,C074,73,T000
20250903,080000,Z4,B219,C075,75,T000
20250903,080000,Z3,B237,C076,81,T000
20250903,080000,Z1,B186,C077,93,T000
20250903,080000,Z3,B206,C078,60,T000
20250903,080000,Z2,B233,C079,58,T000
20250903,080000,Z5,B291,C080,49,T000
20250903,080000,Z4,B137,C081,70,T000
20250903,080000,Z1,B103,C082,85,T000
20250903,080000,Z3,B268,C083,80,T000
20250903,080000,Z3,B300,C084,87,T000
20250903,080000,Z1,B191,C085,79,T000
20250903,080000,Z4,B118,C086,72,T000
20250903,080000,Z3,B193,C087,76,T000
20250903,080000,Z5,B094,C088,69,T000
20250903,080000,Z1,B001,C089,76,T000
20250903,080000,Z5,B173,C090,67,T000
20250903,080000,Z4,B036,C091,65,T000
20250903,080000,Z1,B279,C092,56,T000
20250903,080000,Z4,B276,C093,71,T000
20250903,080000,Z5,B005,C094,69,T000
20250903,080000,Z3,B300,C095,62,T000
20250903,080000,Z5,B020,C096,50,T000
20250903,080000,Z4,B086,C097,71,T000
20250903,080000,Z1,B298,C098,71,T000
20250903,080000,Z2,B093,C099,71,T000
20250903,080000,Z5,B104,C100,72,T000
20250904,080000,Z2,B159,C001,97,T000
20250904,080000,Z4,B036,C002,86,T000
20250904,080000,Z3,B232,C003,83,T000
20250904,080000,Z2,B169,C004,91,T000
20250904,080000,Z5,B055,C005,96,T000
20250904,080000,Z3,B105,C006,11,T004
20250904,080000,Z3,B257,C007,69,T000
20250904,080000,Z2,B070,C008,100,T000
20250904,080000,Z3,B261,C009,100,T000
20250904,080000,Z4,B024,C010,78,T000
20250904,080000,Z4,B099,C011,13,T008
20250904,080000,Z1,B019,C012,77,T000
20250904,080000,Z1,B205,C013,74,T000
20250904,080000,Z1,B126,C014,86,T000
20250904,080000,Z3,B187,C015,80,T000
20250904,080000,Z5,B218,C016,88,T000
20250904,080000,Z4,B277,C017,88,T000
20250904,080000,Z3,B155,C018,89,T000
20250904,080000,Z4,B065,C019,69,T000
20250904,080000,Z2,B172,C020,82,T000
20250904,080000,Z4,B236,C021,90,T000
20250904,080000,Z5,B025,C022,86,T000
20250904,080000,Z5,B056,C023,92,T000
20250904,080000,Z4,B113,C024,91,T000
20250904,080000,Z5,B262,C025,8,T005
20250904,080000,Z4,B045,C026,77,T000
20250904,080000,Z1,B181,C027,93,T000
20250904,080000,Z5,B098,C028,94,T000
20250904,080000,Z4,B142,C029,94,T000
20250904,080000,Z5,B253,C030,79,T000
20250904,080000,Z1,B083,C031,11,T007
20250904,080000,Z1,B138,C032,90,T000
20250904,080000,Z5,B254,C033,6,T002
20250904,080000,Z3,B185,C034,100,T000
20250904,080000,Z3,B027,C035,83,T000
20250904,080000,Z2,B093,C036,100,T000
20250904,080000,Z3,B232,C037,96,T000
20250904,080000,Z1,B212,C038,98,T000
20250904,080000,Z4,B190,C039,71,T000
20250904,080000,Z5,B241,C040,85,T000
20250904,080000,Z2,B154,C041,86,T000
20250904,080000,Z3,B268,C042,89,T000
20250904,080000,Z5,B211,C043,86,T000
20250904,080000,Z3,B268,C044,100,T000
20250904,080000,Z3,B157,C045,85,T000
20250904,080000,Z5,B016,C046,76,T000
20250904,080000,Z3,B295,C047,74,T000
20250904,080000,Z3,B289,C048,84,T000
20250904,080000,Z3,B124,C049,80,T000
20250904,080000,Z4,B099,C050,65,T000
20250904,080000,Z2,B238,C051,89,T000
20250904,080000,Z2,B030,C052,75,T000
20250904,080000,Z5,B104,C053,87,T000
20250904,080000,Z1,B015,C054,86,T000
20250904,080000,Z1,B212,C055,89,T000
20250904,080000,Z3,B222,C056,83,T000
20250904,080000,Z2,B007,C057,84,T000
20250904,080000,Z4,B080,C058,89,T000
20250904,080000,Z1,B087,C059,89,T000
20250904,080000,Z5,B177,C060,88,T000
20250904,080000,Z2,B112,C061,83,T000
20250904,080000,Z2,B167,C062,100,T000
20250904,080000,Z5,B223,C063,12,T008
20250904,080000,Z5,B042,C064,100,T000
20250904,080000,Z4,B119,C065,73,T000
20250904,080000,Z1,B057,C066,84,T000
20250904,080000,Z3,B139,C067,66,T000
20250904,080000,Z5,B018,C068,79,T000
20250904,080000,Z4,B225,C069,8,T010
20250904,080000,Z2,B026,C070,69,T000
20250904,080000,Z5,B175,C071,13,T004
20250904,080000,Z2,B297,C072,74,T000
20250904,080000,Z4,B022,C073,6,T014
20250904,080000,Z5,B215,C074,97,T000
20250904,080000,Z4,B219,C075,87,T000
20250904,080000,Z3,B237,C076,12,T004
20250904,080000,Z1,B186,C077,15,T007
20250904,080000,Z3,B206,C078,70,T000
20250904,080000,Z2,B233,C079,75,T000
20250904,080000,Z5,B291,C080,68,T000
20250904,080000,Z4,B137,C081,86,T000
20250904,080000,Z1,B103,C082,5,T010
20250904,080000,Z3,B268,C083,100,T000
20250904,080000,Z3,B300,C084,12,T010
20250904,080000,Z1,B191,C085,100,T000
20250904,080000,Z4,B118,C086,87,T000
20250904,080000,Z3,B193,C087,93,T000
20250904,080000,Z5,B094,C088,82,T000
20250904,080000,Z1,B001,C089,89,T000
20250904,080000,Z5,B173,C090,89,T000
20250904,080000,Z4,B036,C091,80,T000
20250904,080000,Z1,B279,C092,78,T000
20250904,080000,Z4,B276,C093,94,T000
20250904,080000,Z5,B005,C094,88,T000
20250904,080000,Z3,B300,C095,78,T000
20250904,080000,Z5,B020,C096,61,T000
20250904,080000,Z4,B086,C097,90,T000
20250904,080000,Z1,B298,C098,91,T000
20250904,080000,Z2,B093,C099,86,T000
20250904,080000,Z5,B104,C100,89,T000
20250905,080000,Z2,B159,C001,6,T009
20250905,080000,Z4,B036,C002,11,T001
20250905,080000,Z3,B232,C003,14,T004
20250905,080000,Z2,B169,C004,7,T010
20250905,080000,Z5,B055,C005,13,T014
20250905,080000,Z3,B105,C006,26,T000
20250905,080000,Z3,B257,C007,84,T000
20250905,080000,Z2,B070,C008,13,T009
20250905,080000,Z3,B261,C009,10,T009
20250905,080000,Z4,B024,C010,89,T000
20250905,080000,Z4,B099,C011,32,T000
20250905,080000,Z1,B019,C012,88,T000
20250905,080000,Z1,B205,C013,93,T000
20250905,080000,Z1,B126,C014,15,T003
20250905,080000,Z3,B187,C015,100,T000
20250905,080000,Z5,B218,C016,7,T010
20250905,080000,Z4,B277,C017,10,T005
20250905,080000,Z3,B155,C018,13,T012
20250905,080000,Z4,B065,C019,79,T000
20250905,080000,Z2,B172,C020,9,T013
20250905,080000,Z4,B236,C021,7,T009
20250905,080000,Z5,B025,C022,8,T015
20250905,080000,Z5,B056,C023,9,T009
20250905,080000,Z4,B113,C024,12,T004
20250905,080000,Z5,B262,C025,24,T000
20250905,080000,Z4,B045,C026,96,T000
20250905,080000,Z1,B181,C027,9,T012
20250905,080000,Z5,B098,C028,14,T014
20250905,080000,Z4,B142,C029,9,T001
20250905,080000,Z5,B253,C030,100,T000
20250905,080000,Z1,B083,C031,31,T000
20250905,080000,Z1,B138,C032,7,T015
20250905,080000,Z5,B254,C033,27,T000
20250905,080000,Z3,B185,C034,5,T002
20250905,080000,Z3,B027,C035,6,T007
20250905,080000,Z2,B093,C036,12,T007
20250905,080000,Z3,B232,C037,11,T010
20250905,080000,Z1,B212,C038,10,T009
20250905,080000,Z4,B190,C039,92,T000
20250905,080000,Z5,B241,C040,5,T001
20250905,080000,Z2,B154,C041,6,T013
20250905,080000,Z3,B268,C042,8,T010
20250905,080000,Z5,B211,C043,15,T009
20250905,080000,Z3,B268,C044,10,T004
20250905,080000,Z3,B157,C045,5,T007
20250905,080000,Z5,B016,C046,90,T000
20250905,080000,Z3,B295,C047,93,T000
20250905,080000,Z3,B289,C048,15,T012
20250905,080000,Z3,B124,C049,100,T000
20250905,080000,Z4,B099,C050,80,T000
20250905,080000,Z2,B238,C051,13,T015
20250905,080000,Z2,B030,C052,93,T000
20250905,080000,Z5,B104,C053,12,T010
20250905,080000,Z1,B015,C054,6,T006
20250905,080000,Z1,B212,C055,9,T007
20250905,080000,Z3,B222,C056,15,T004
20250905,080000,Z2,B007,C057,9,T008
20250905,080000,Z4,B080,C058,8,T005
20250905,080000,Z1,B087,C059,8,T010
20250905,080000,Z5,B177,C060,5,T015
20250905,080000,Z2,B112,C061,12,T004
20250905,080000,Z2,B167,C062,9,T005
20250905,080000,Z5,B223,C063,25,T000
20250905,080000,Z5,B042,C064,14,T006
20250905,080000,Z4,B119,C065,84,T000
20250905,080000,Z1,B057,C066,6,T009
20250905,080000,Z3,B139,C067,90,T000
20250905,080000,Z5,B018,C068,94,T000
20250905,080000,Z4,B225,C069,26,T000
20250905,080000,Z2,B026,C070,82,T000
20250905,080000,Z5,B175,C071,35,T000
20250905,080000,Z2,B297,C072,99,T000
20250905,080000,Z4,B022,C073,30,T000
20250905,080000,Z5,B215,C074,11,T012
20250905,080000,Z4,B219,C075,10,T001
20250905,080000,Z3,B237,C076,29,T000
20250905,080000,Z1,B186,C077,34,T000
20250905,080000,Z3,B206,C078,91,T000
20250905,080000,Z2,B233,C079,97,T000
20250905,080000,Z5,B291,C080,79,T000
20250905,080000,Z4,B137,C081,15,T007
20250905,080000,Z1,B103,C082,29,T000
20250905,080000,Z3,B268,C083,10,T009
20250905,080000,Z3,B300,C084,22,T000
20250905,080000,Z1,B191,C085,8,T001
20250905,080000,Z4,B118,C086,6,T010
20250905,080000,Z3,B193,C087,14,T013
20250905,080000,Z5,B094,C088,9,T008
20250905,080000,Z1,B001,C089,15,T012
20250905,080000,Z5,B173,C090,14,T006
20250905,080000,Z4,B036,C091,95,T000
20250905,080000,Z1,B279,C092,99,T000
20250905,080000,Z4,B276,C093,5,T015
20250905,080000,Z5,B005,C094,8,T009
20250905,080000,Z3,B300,C095,88,T000
20250905,080000,Z5,B020,C096,74,T000
20250905,080000,Z4,B086,C097,15,T012
20250905,080000,Z1,B298,C098,6,T014
20250905,080000,Z2,B093,C099,15,T003
20250905,080000,Z5,B104,C100,15,T002
20250906,080000,Z2,B159,C001,21,T000
20250906,080000,Z4,B036,C002,30,T000
20250906,080000,Z3,B232,C003,38,T000
20250906,080000,Z2,B169,C004,24,T000
20250906,080000,Z5,B055,C005,36,T000
20250906,080000,Z3,B105,C006,49,T000
20250906,080000,Z3,B257,C007,8,T001
20250906,080000,Z2,B070,C008,25,T000
20250906,080000,Z3,B261,C009,24,T000
20250906,080000,Z4,B024,C010,9,T006
20250906,080000,Z4,B099,C011,50,T000
20250906,080000,Z1,B019,C012,13,T003
20250906,080000,Z1,B205,C013,5,T007
20250906,080000,Z1,B126,C014,37,T000
20250906,080000,Z3,B187,C015,5,T013
20250906,080000,Z5,B218,C016,20,T000
20250906,080000,Z4,B277,C017,34,T000
20250906,080000,Z3,B155,C018,33,T000
20250906,080000,Z4,B065,C019,94,T000
20250906,080000,Z2,B172,C020,19,T000
20250906,080000,Z4,B236,C021,32,T000
20250906,080000,Z5,B025,C022,28,T000
20250906,080000,Z5,B056,C023,28,T000
20250906,080000,Z4,B113,C024,31,T000
20250906,080000,Z5,B262,C025,42,T000
20250906,080000,Z4,B045,C026,10,T010
20250906,080000,Z1,B181,C027,24,T000
20250906,080000,Z5,B098,C028,28,T000
20250906,080000,Z4,B142,C029,19,T000
20250906,080000,Z5,B253,C030,12,T008
20250906,080000,Z1,B083,C031,51,T000
20250906,080000,Z1,B138,C032,23,T000
20250906,080000,Z5,B254,C033,40,T000
20250906,080000,Z3,B185,C034,21,T000
20250906,080000,Z3,B027,C035,31,T000
20250906,080000,Z2,B093,C036,30,T000
20250906,080000,Z3,B232,C037,32,T000
20250906,080000,Z1,B212,C038,31,T000
20250906,080000,Z4,B190,C039,8,T014
20250906,080000,Z5,B241,C040,23,T000
20250906,080000,Z2,B154,C041,28,T000
20250906,080000,Z3,B268,C042,30,T000
20250906,080000,Z5,B211,C043,29,T000
20250906,080000,Z3,B268,C044,33,T000
20250906,080000,Z3,B157,C045,19,T000
20250906,080000,Z5,B016,C046,9,T013
20250906,080000,Z3,B295,C047,6,T015
20250906,080000,Z3,B289,C048,37,T000
20250906,080000,Z3,B124,C049,11,T013
20250906,080000,Z4,B099,C050,90,T000
20250906,080000,Z2,B238,C051,30,T000
20250906,080000,Z2,B030,C052,10,T008
20250906,080000,Z5,B104,C053,23,T000
20250906,080000,Z1,B015,C054,20,T000
20250906,080000,Z1,B212,C055,30,T000
20250906,080000,Z3,B222,C056,26,T000
20250906,080000,Z2,B007,C057,30,T000
20250906,080000,Z4,B080,C058,22,T000
20250906,080000,Z1,B087,C059,30,T000
20250906,080000,Z5,B177,C060,21,T000
20250906,080000,Z2,B112,C061,34,T000
20250906,080000,Z2,B167,C062,28,T000
20250906,080000,Z5,B223,C063,47,T000
20250906,080000,Z5,B042,C064,27,T000
20250906,080000,Z4,B119,C065,7,T004
20250906,080000,Z1,B057,C066,27,T000
20250906,080000,Z3,B139,C067,14,T013
20250906,080000,Z5,B018,C068,7,T009
20250906,080000,Z4,B225,C069,48,T000
20250906,080000,Z2,B026,C070,7,T015
20250906,080000,Z5,B175,C071,58,T000
20250906,080000,Z2,B297,C072,12,T003
20250906,080000,Z4,B022,C073,54,T000
20250906,080000,Z5,B215,C074,29,T000
20250906,080000,Z4,B219,C075,25,T000
20250906,080000,Z3,B237,C076,47,T000
20250906,080000,Z1,B186,C077,49,T000
20250906,080000,Z3,B206,C078,14,T007
20250906,080000,Z2,B233,C079,8,T004
20250906,080000,Z5,B291,C080,100,T000
20250906,080000,Z4,B137,C081,28,T000
20250906,080000,Z1,B103,C082,39,T000
20250906,080000,Z3,B268,C083,35,T000
20250906,080000,Z3,B300,C084,32,T000
20250906,080000,Z1,B191,C085,24,T000
20250906,080000,Z4,B118,C086,26,T000
20250906,080000,Z3,B193,C087,27,T000
20250906,080000,Z5,B094,C088,29,T000
20250906,080000,Z1,B001,C089,37,T000
20250906,080000,Z5,B173,C090,26,T000
20250906,080000,Z4,B036,C091,11,T005
20250906,080000,Z1,B279,C092,12,T002
20250906,080000,Z4,B276,C093,19,T000
20250906,080000,Z5,B005,C094,22,T000
20250906,080000,Z3,B300,C095,14,T012
20250906,080000,Z5,B020,C096,96,T000
20250906,080000,Z4,B086,C097,32,T000
20250906,080000,Z1,B298,C098,21,T000
20250906,080000,Z2,B093,C099,34,T000
20250906,080000,Z5,B104,C100,33,T000
20250907,080000,Z2,B159,C001,35,T000
20250907,080000,Z4,B036,C002,41,T000
20250907,080000,Z3,B232,C003,53,T000
20250907,080000,Z2,B169,C004,43,T000
20250907,080000,Z5,B055,C005,59,T000
20250907,080000,Z3,B105,C006,71,T000
20250907,080000,Z3,B257,C007,20,T000
20250907,080000,Z2,B070,C008,41,T000
20250907,080000,Z3,B261,C009,36,T000
20250907,080000,Z4,B024,C010,20,T000
20250907,080000,Z4,B099,C011,74,T000
20250907,080000,Z1,B019,C012,26,T000
20250907,080000,Z1,B205,C013,28,T000
20250907,080000,Z1,B126,C014,59,T000
20250907,080000,Z3,B187,C015,26,T000
20250907,080000,Z5,B218,C016,40,T000
20250907,080000,Z4,B277,C017,53,T000
20250907,080000,Z3,B155,C018,51,T000
20250907,080000,Z4,B065,C019,9,T008
20250907,080000,Z2,B172,C020,44,T000
20250907,080000,Z4,B236,C021,56,T000
20250907,080000,Z5,B025,C022,46,T000
20250907,080000,Z5,B056,C023,47,T000
20250907,080000,Z4,B113,C024,45,T000
20250907,080000,Z5,B262,C025,66,T000
20250907,080000,Z4,B045,C026,27,T000
20250907,080000,Z1,B181,C027,45,T000
20250907,080000,Z5,B098,C028,44,T000
20250907,080000,Z4,B142,C029,43,T000
20250907,080000,Z5,B253,C030,37,T000
20250907,080000,Z1,B083,C031,61,T000
20250907,080000,Z1,B138,C032,41,T000
20250907,080000,Z5,B254,C033,52,T000
